epoch,accuracy,loss,lr,val_accuracy,val_loss
61,0.982425332069397,0.07538340985774994,0.01,1.0,0.07372535765171051
62,0.982425332069397,0.07436446845531464,0.01,1.0,0.07286107540130615
63,0.982425332069397,0.07328996062278748,0.01,1.0,0.07193265110254288
64,0.982425332069397,0.07231631875038147,0.01,1.0,0.07108848541975021
65,0.982425332069397,0.0714121088385582,0.01,1.0,0.07031452655792236
66,0.982425332069397,0.07047106325626373,0.01,1.0,0.06947574764490128
67,0.982425332069397,0.06956575065851212,0.01,1.0,0.06873076409101486
68,0.982425332069397,0.06874090433120728,0.01,1.0,0.06795888394117355
69,0.982425332069397,0.0678812563419342,0.01,1.0,0.0672389417886734
70,0.982425332069397,0.06702180951833725,0.01,1.0,0.06652452051639557
71,0.982425332069397,0.06625115126371384,0.01,1.0,0.065787173807621
72,0.982425332069397,0.06546694785356522,0.01,1.0,0.0651218444108963
73,0.982425332069397,0.06472233682870865,0.01,1.0,0.064395010471344
74,0.982425332069397,0.06398526579141617,0.01,1.0,0.06380391865968704
75,0.982425332069397,0.06334428489208221,0.01,1.0,0.06324410438537598
76,0.982425332069397,0.06255016475915909,0.01,1.0,0.06265278905630112
77,0.982425332069397,0.06185787171125412,0.01,1.0,0.06199733540415764
78,0.982425332069397,0.061247456818819046,0.01,1.0,0.06138008087873459
79,0.982425332069397,0.0606331042945385,0.01,1.0,0.06082678213715553
80,0.982425332069397,0.059919774532318115,0.01,1.0,0.060321174561977386
81,0.982425332069397,0.05935166776180267,0.01,1.0,0.05984104797244072
82,0.9841827750205994,0.05873420834541321,0.01,1.0,0.059354282915592194
83,0.9841827750205994,0.05818472057580948,0.01,1.0,0.05885068327188492
84,0.9841827750205994,0.057631123811006546,0.01,1.0,0.05836702883243561
85,0.9859402179718018,0.05704213306307793,0.01,1.0,0.05791425332427025
86,0.9841827750205994,0.05643707886338234,0.01,1.0,0.057413339614868164
87,0.9841827750205994,0.055946800857782364,0.01,1.0,0.05689786374568939
88,0.9859402179718018,0.055428583174943924,0.01,1.0,0.05654952675104141
89,0.9859402179718018,0.05489986389875412,0.01,1.0,0.056091420352458954
90,0.9859402179718018,0.05438806489109993,0.01,1.0,0.055606260895729065
91,0.9859402179718018,0.0539005771279335,0.01,1.0,0.055232349783182144
92,0.9859402179718018,0.05340652912855148,0.01,1.0,0.054845232516527176
93,0.9859402179718018,0.05293476581573486,0.01,1.0,0.054398830980062485
94,0.9859402179718018,0.052445244044065475,0.01,1.0,0.05395527556538582
95,0.9859402179718018,0.05206834524869919,0.01,1.0,0.05366062372922897
96,0.9859402179718018,0.05157362297177315,0.01,1.0,0.05321989953517914
97,0.9876977205276489,0.05116865038871765,0.01,1.0,0.05288403481245041
98,0.9859402179718018,0.05068458244204521,0.01,1.0,0.05256403982639313
99,0.9876977205276489,0.050283029675483704,0.01,1.0,0.05216902494430542
100,0.9876977205276489,0.049854256212711334,0.01,1.0,0.05187627300620079
101,0.9876977205276489,0.04948248714208603,0.01,1.0,0.05141923949122429
102,0.9876977205276489,0.04903898015618324,0.01,1.0,0.05110503360629082
103,0.9876977205276489,0.04870379716157913,0.01,1.0,0.05071002617478371
104,0.9876977205276489,0.04824751988053322,0.01,1.0,0.05038519576191902
105,0.9876977205276489,0.0479128398001194,0.01,1.0,0.050193026661872864
106,0.9876977205276489,0.0475335568189621,0.01,1.0,0.04993978887796402
107,0.9876977205276489,0.047184981405735016,0.01,1.0,0.049665722995996475
108,0.9876977205276489,0.04680531471967697,0.01,1.0,0.049355506896972656
109,0.9876977205276489,0.04645054042339325,0.01,1.0,0.04903309792280197
110,0.9876977205276489,0.04608161747455597,0.01,1.0,0.04872186481952667
111,0.9912126660346985,0.04576127976179123,0.01,1.0,0.04833480343222618
112,0.9876977205276489,0.045415326952934265,0.01,1.0,0.04805551469326019
113,0.9876977205276489,0.04511873424053192,0.01,1.0,0.047692809253931046
114,0.9894551634788513,0.044781945645809174,0.01,1.0,0.047470416873693466
115,0.9912126660346985,0.04446538910269737,0.01,1.0,0.04715742915868759
116,0.9912126660346985,0.04416590929031372,0.01,1.0,0.0468745194375515
117,0.9912126660346985,0.04382122680544853,0.01,1.0,0.04659450799226761
118,0.9912126660346985,0.04355757310986519,0.01,1.0,0.04637233540415764
119,0.9912126660346985,0.04324870929121971,0.01,1.0,0.04614993557333946
120,0.9912126660346985,0.042942553758621216,0.01,1.0,0.045907460153102875
121,0.9912126660346985,0.04269891977310181,0.01,1.0,0.04554712027311325
122,0.9912126660346985,0.0423799492418766,0.01,1.0,0.04542598873376846
123,0.9912126660346985,0.0420939177274704,0.01,1.0,0.045186083763837814
124,0.9912126660346985,0.04183435067534447,0.01,1.0,0.04493815451860428
125,0.9912126660346985,0.041496746242046356,0.01,1.0,0.04470938816666603
126,0.9912126660346985,0.04129169508814812,0.01,1.0,0.044541966170072556
127,0.9912126660346985,0.04102884605526924,0.01,1.0,0.04435807839035988
128,0.9912126660346985,0.04077533259987831,0.01,1.0,0.044140927493572235
129,0.9912126660346985,0.04051971435546875,0.01,1.0,0.04395006224513054
130,0.9912126660346985,0.04023135080933571,0.01,1.0,0.04371115565299988
131,0.9912126660346985,0.040031399577856064,0.01,1.0,0.043561432510614395
132,0.9912126660346985,0.03977183997631073,0.01,1.0,0.04334660619497299
133,0.9912126660346985,0.0395226813852787,0.01,1.0,0.04303401708602905
134,0.9912126660346985,0.03929975628852844,0.01,1.0,0.042876653373241425
135,0.9912126660346985,0.039023660123348236,0.01,1.0,0.04273177683353424
136,0.9912126660346985,0.03880266472697258,0.01,1.0,0.042429856956005096
137,0.9912126660346985,0.03860632702708244,0.01,1.0,0.04213056340813637
138,0.9912126660346985,0.03833835944533348,0.01,1.0,0.04203328490257263
139,0.9912126660346985,0.0381808876991272,0.01,1.0,0.041871242225170135
140,0.9912126660346985,0.03793145716190338,0.01,1.0,0.041679009795188904
141,0.9912126660346985,0.03773168474435806,0.01,1.0,0.041507821530103683
142,0.9912126660346985,0.037519171833992004,0.01,1.0,0.04136108234524727
143,0.9912126660346985,0.03731925040483475,0.01,1.0,0.04101160913705826
144,0.9912126660346985,0.03704827278852463,0.01,1.0,0.040787626057863235
145,0.9912126660346985,0.03692634776234627,0.01,1.0,0.04053075984120369
146,0.9912126660346985,0.03672255948185921,0.01,1.0,0.04027453437447548
147,0.9912126660346985,0.03648355230689049,0.01,1.0,0.04008016735315323
148,0.9912126660346985,0.03626358509063721,0.01,1.0,0.039984382688999176
149,0.9912126660346985,0.036110322922468185,0.01,1.0,0.039791207760572433
150,0.9912126660346985,0.03591207414865494,0.01,1.0,0.03959352523088455
151,0.9912126660346985,0.03571159392595291,0.01,1.0,0.03948456048965454
152,0.9912126660346985,0.03551814332604408,0.01,1.0,0.03936762735247612
153,0.9912126660346985,0.035320233553647995,0.01,1.0,0.0391671396791935
154,0.9912126660346985,0.035157397389411926,0.01,1.0,0.038957949727773666
155,0.9912126660346985,0.03493337705731392,0.01,1.0,0.038844235241413116
156,0.9929701089859009,0.03475959599018097,0.01,1.0,0.038708798587322235
157,0.9929701089859009,0.03458711504936218,0.01,1.0,0.0385313518345356
158,0.9929701089859009,0.034403491765260696,0.01,1.0,0.03839593008160591
159,0.9929701089859009,0.03421592712402344,0.01,1.0,0.03831351920962334
160,0.9929701089859009,0.034052129834890366,0.01,1.0,0.038207221776247025
161,0.9929701089859009,0.03388780727982521,0.01,1.0,0.0380367748439312
162,0.9929701089859009,0.03376798704266548,0.01,1.0,0.037896640598773956
163,0.9929701089859009,0.03355848416686058,0.01,1.0,0.03772444650530815
164,0.9929701089859009,0.03340505063533783,0.01,1.0,0.03765106946229935
165,0.9929701089859009,0.03322255238890648,0.01,1.0,0.03751188516616821
166,0.9929701089859009,0.033049505203962326,0.01,1.0,0.03740217536687851
167,0.9929701089859009,0.032851576805114746,0.01,1.0,0.03724527731537819
168,0.9929701089859009,0.03281635046005249,0.01,1.0,0.03713152930140495
169,0.9929701089859009,0.03261571377515793,0.01,1.0,0.03703497350215912
170,0.9929701089859009,0.03244532272219658,0.01,1.0,0.03686917945742607
171,0.9929701089859009,0.032278694212436676,0.01,1.0,0.03669663891196251
172,0.9929701089859009,0.032113946974277496,0.01,1.0,0.03655552864074707
173,0.9929701089859009,0.031977273523807526,0.01,1.0,0.03646448627114296
174,0.9929701089859009,0.031813845038414,0.01,1.0,0.03631429374217987
175,0.9929701089859009,0.03170689195394516,0.01,1.0,0.036214686930179596
176,0.9929701089859009,0.0315944105386734,0.01,1.0,0.03613458573818207
177,0.9929701089859009,0.0314033143222332,0.01,1.0,0.036003950983285904
178,0.9929701089859009,0.031249919906258583,0.01,1.0,0.03585665673017502
179,0.9929701089859009,0.031117169186472893,0.01,1.0,0.03569117560982704
180,0.9929701089859009,0.031007055193185806,0.01,1.0,0.035583097487688065
181,0.9929701089859009,0.030876947566866875,0.01,1.0,0.03548157215118408
182,0.9929701089859009,0.030709238722920418,0.01,1.0,0.03537793457508087
183,0.9929701089859009,0.030597200617194176,0.01,1.0,0.035288434475660324
184,0.9929701089859009,0.030421335250139236,0.01,1.0,0.03519217669963837
185,0.9929701089859009,0.03035701811313629,0.01,1.0,0.035138845443725586
186,0.9929701089859009,0.030203020200133324,0.01,1.0,0.034956350922584534
187,0.9929701089859009,0.03007424809038639,0.01,1.0,0.03486304357647896
188,0.9929701089859009,0.029944300651550293,0.01,1.0,0.03477087244391441
189,0.9929701089859009,0.029830563813447952,0.01,1.0,0.03462621197104454
190,0.9929701089859009,0.029672391712665558,0.01,1.0,0.034549761563539505
191,0.9929701089859009,0.02952883020043373,0.01,1.0,0.03442616015672684
192,0.9929701089859009,0.02945057302713394,0.01,1.0,0.034372296184301376
193,0.9929701089859009,0.029293404892086983,0.01,1.0,0.034302785992622375
194,0.9929701089859009,0.029171636328101158,0.01,1.0,0.034165456891059875
195,0.9929701089859009,0.029061755165457726,0.01,1.0,0.03403178229928017
196,0.9929701089859009,0.029005737975239754,0.01,1.0,0.03393284231424332
197,0.9929701089859009,0.02880011312663555,0.01,1.0,0.03382882848381996
198,0.9929701089859009,0.02869253419339657,0.01,1.0,0.03387119993567467
199,0.9929701089859009,0.02862725779414177,0.01,1.0,0.033896107226610184
200,0.9929701089859009,0.02847726084291935,0.01,1.0,0.03376685082912445
201,0.9929701089859009,0.02842836081981659,0.01,1.0,0.03359830379486084
202,0.9929701089859009,0.028270378708839417,0.01,1.0,0.03346896916627884
203,0.9929701089859009,0.02818257361650467,0.01,1.0,0.03337693586945534
204,0.9929701089859009,0.028047461062669754,0.01,1.0,0.033293500542640686
205,0.9929701089859009,0.027921538800001144,0.01,1.0,0.03318702429533005
206,0.9929701089859009,0.027867333963513374,0.01,1.0,0.03305991739034653
207,0.9929701089859009,0.027695145457983017,0.01,1.0,0.0330493301153183
208,0.9929701089859009,0.027655448764562607,0.01,1.0,0.03306793048977852
209,0.9929701089859009,0.027554897591471672,0.01,1.0,0.03296767920255661
210,0.9929701089859009,0.02742118015885353,0.01,1.0,0.03289075940847397
211,0.9929701089859009,0.027330415323376656,0.01,1.0,0.03276386857032776
212,0.9929701089859009,0.027241865172982216,0.01,1.0,0.032796818763017654
213,0.9929701089859009,0.027127528563141823,0.01,1.0,0.032682180404663086
214,0.9929701089859009,0.027068164199590683,0.01,1.0,0.03252248466014862
215,0.9929701089859009,0.02692900225520134,0.01,1.0,0.03245772421360016
216,0.9929701089859009,0.026857633143663406,0.01,1.0,0.0323905274271965
217,0.9929701089859009,0.02672673761844635,0.01,1.0,0.03233746811747551
218,0.9929701089859009,0.026630835607647896,0.01,1.0,0.03229789435863495
219,0.9929701089859009,0.026547646149992943,0.01,1.0,0.03217035159468651
220,0.9929701089859009,0.026458781212568283,0.01,1.0,0.032142262905836105
221,0.9929701089859009,0.02638566680252552,0.01,1.0,0.032122787088155746
222,0.9929701089859009,0.026264935731887817,0.01,1.0,0.032026875764131546
223,0.9929701089859009,0.026166211813688278,0.01,1.0,0.032001640647649765
224,0.9929701089859009,0.0260639525949955,0.01,1.0,0.03190229833126068
225,0.9929701089859009,0.025981932878494263,0.01,1.0,0.03180216997861862
226,0.9929701089859009,0.02589760534465313,0.01,1.0,0.03174391761422157
227,0.9929701089859009,0.025797894224524498,0.01,1.0,0.03165591135621071
228,0.9929701089859009,0.02573545090854168,0.01,1.0,0.0316023975610733
229,0.9929701089859009,0.025646118447184563,0.01,1.0,0.03155261278152466
230,0.9929701089859009,0.02556329220533371,0.01,1.0,0.03152021765708923
231,0.9929701089859009,0.025470005348324776,0.01,1.0,0.03156043589115143
232,0.9929701089859009,0.025399213656783104,0.01,1.0,0.031549643725156784
233,0.9929701089859009,0.025350963696837425,0.01,1.0,0.031513866037130356
234,0.9929701089859009,0.025174109265208244,0.01,1.0,0.03145337104797363
235,0.9929701089859009,0.024977397173643112,0.0009999999,1.0,0.03144551068544388
236,0.9929701089859009,0.02496960014104843,0.0009999999,1.0,0.03143821284174919
237,0.9929701089859009,0.024958567693829536,0.0009999999,1.0,0.03143172338604927
238,0.9929701089859009,0.024951454252004623,0.0009999999,1.0,0.03142264112830162
239,0.9929701089859009,0.024944137781858444,0.0009999999,1.0,0.03141671046614647
240,0.9929701089859009,0.02492913417518139,0.0009999999,1.0,0.0314166396856308
241,0.9929701089859009,0.024908892810344696,9.999999e-05,1.0,0.03141670301556587
242,0.9929701089859009,0.0249082800000906,9.999999e-05,1.0,0.03141601383686066
243,0.9929701089859009,0.024907303974032402,9.999999e-05,1.0,0.03141554072499275
244,0.9929701089859009,0.02490643411874771,9.999999e-05,1.0,0.03141479194164276
245,0.9929701089859009,0.024905623868107796,9.999999e-05,1.0,0.03141447901725769
246,0.9929701089859009,0.02490333467721939,9.999999e-06,1.0,0.03141443058848381
247,0.9929701089859009,0.024903228506445885,9.999999e-06,1.0,0.031414393335580826
248,0.9929701089859009,0.02490312233567238,9.999999e-06,1.0,0.03141433373093605
249,0.9929701089859009,0.02490304782986641,9.999999e-06,1.0,0.03141429275274277
250,0.9929701089859009,0.02490292303264141,9.999999e-06,1.0,0.03141427040100098
251,0.9929701089859009,0.024902736768126488,9.999999e-07,1.0,0.03141428157687187
252,0.9929701089859009,0.024902738630771637,9.999999e-07,1.0,0.03141428902745247
253,0.9929701089859009,0.024902723729610443,9.999999e-07,1.0,0.031414300203323364
254,0.9929701089859009,0.024902725592255592,9.999999e-07,1.0,0.03141430392861366
255,0.9929701089859009,0.024902718141674995,9.999999e-07,1.0,0.03141431137919426
